"County","License Number","Operation Type","Establishment Type","Entity Name","DBA Name","Street Number","Street Name","Address Line 2","Address Line 3","City","State","Zip Code","Square Footage","Georeference"
"MONROE","756890","Store","AC","SONBYRNE SALES INC","BYRNE DAIRY #148 E ROCHESTER","321","E LINDEN AVE",,,"EAST ROCHESTER","NY","14445",,"POINT (-77.47914 43.12089)"
"QUEENS","756889","Store","A","SHERPA ORGANICS LLC","AUSTIN ORGANIC","72-48","AUSTIN STREET  ##",,,"FOREST HILLS","NY","11375",,"POINT (-73.84103 40.71862)"
"BROOME","756888","Store","AC","SONBYRNE SALES INC","BYRNE DAIRY #149 BINGHAMTON FRONT ST","1115","UPPER FRONT ST",,,"BINGHAMTON","NY","13905",,"POINT (-75.90118 42.14716)"
"KINGS","756887","Store","AC","ALPHA BAKERY AND MEDITTERANEAN MARKETPLA","MEDITTERANEAN MARKETPLACE","7717","5TH AVENUE  ##",,,"BROOKLYN","NY","11209","2,500","POINT (-74.02347 40.62748)"
"NASSAU","756886","Store","A","JANIES VARIETY STORE INC","JANIE'S VARIETY STORE","2201","HILLSIDE AVENUE",,,"NEW HYDE PARK","NY","11040","2,000","POINT (-73.6719 40.75165)"
"CORTLAND","756885","Store","AC","SONBYRNE SALES INC","BYRNE DAIRY #147 PORT WATSON CORTLAND","224","PORT WATSON ST",,,"CORTLAND","NY","13045",,"POINT (-76.16155 42.59847)"
"MONTGOMERY","756884","Store","A","HOEFELE AMY","APPLERIDGE FARM STORE","201","COMMONS ROAD",,,"FONDA","NY","12068",,"POINT (-74.41165 42.96616)"
"SUFFOLK","756882","Store","AC","255 MONTAUK MART INC","VALERO FOOD MART","255","MONTAUK HWY",,,"WEST SAYVILLE","NY","11796","800","POINT (-73.10176 40.72879)"
"KINGS","756878","Store","AC","NATURE MARKET 1 CORP","NATURE MARKET 1","1091","BEDFORD AVE",,,"BROOKLYN","NY","11216","1,500","POINT (-73.95451 40.68639)"
"KINGS","756861","Store","AC","MR PLUM INC","MR PLUM","658","MANHATTAN AVE",,,"BROOKLYN","NY","11222","2,500","POINT (-73.9512 40.72451)"
"MONROE","756860","Store","A","FINE CITY MINI MARKET INC","FINE CITY MINI MARKET","255","JAY STREET",,,"ROCHESTER","NY","14608",,"POINT (-77.62685 43.15945)"
"NEW YORK","756859","Store","AC","GIO AVENUE C INC","C-TOWN SUPERMARKET","188","AVENUE C",,,"NEW YORK","NY","10009","16,000","POINT (-73.97653 40.72725)"
"MONROE","756857","Store","AC","SONBYRNE SALES INC","BYRNE DAIRY #146 PAUL RD","31","PAUL RD",,,"ROCHESTER","NY","14624","44,000","POINT (-77.67659 43.10812)"
"BRONX","756854","Store","A","2023 CONVENIENCE CORP","2023 CONVENIENCE","720","COURTLANDT AVENUE  ##",,,"BRONX","NY","10451","2,000","POINT (-73.91763 40.82082)"
"KINGS","756853","Store","A","KING OF EAST CORP","KING OF EAST","540","HEGEMAN AVENUE  ##",,,"BROOKLYN","NY","11207",,"POINT (-73.8915 40.66)"
"DUTCHESS","756852","Store","AC","ROCKLAND MOBIL MART INC","ROCKLAND MOBIL MART","1904","US ROUTE 44",,,"PLEASANT VALLEY","NY","12569","1,200","POINT (-73.79783 41.75255)"
"MONROE","756847","Store","A","JOSEPH EXPRESS TWO INC","JOSEPH EXPRESS TWO","625","CLIFFORD AVE ##",,,"ROCHESTER","NY","14621",,"POINT (-77.60662 43.17514)"
"NEW YORK","756843","Store","AC","1968 3RD AVE DELI GROCERY CORP","1968 3RD AVE DELI GROCERY","1968","3RD AVE",,,"NEW YORK","NY","10029","1,500","POINT (-73.9436 40.79304)"
"BRONX","756839","Store","AC","CASARRUBIAS FISH MARKET INC","CASARRUBIAS FISH MARKET","81B","W FORDHAM ROAD",,,"BRONX","NY","10468","1,000","POINT (-73.90414 40.86275)"
"RICHMOND","756837","Store","AC","MOMMAS KITCHEN DELI LLC","MOMMA'S KITCHEN DELI","145","WESTERVELT AVE ##",,,"STATEN ISLAND","NY","10301","1,500","POINT (-74.08467 40.64411)"
"JEFFERSON","756836","Store","AC","SS GROCERY STORE INC","ALEX BAY BIG M","45560","NYS RTE 12 ####",,,"ALEXANDRIA BAY","NY","13607","15,000","POINT (-75.91941 44.32776)"
"ORANGE","756835","Store","AC","LOS OLIVOS BAKERY INC","LOS OLIVOS BAKERY","257","E MAIN ST  ##",,,"MIDDLETOWN","NY","10940","2,000","POINT (-74.40789 41.44571)"
"WESTCHESTER","756833","Store","AC","V&C DELI INC","V&C DELI","18","LAWRENCE ST",,,"YONKERS","NY","10705",,"POINT (-73.89548 40.91589)"
"QUEENS","756822","Store","AC","ULASI EUNICE","CHI CHI ULASI INTERNATIONAL AFRICAN MARK","190-07","LINDEN BLVD   ###",,,"SAINT ALBANS","NY","11412","400","POINT (-73.76075 40.6921)"
"KINGS","756821","Store","A","TRAPPADON LLC","TRAPPADON","256","EAST 96TH ST",,,"BROOKLYN","NY","11212","800","POINT (-73.92075 40.66045)"
"NASSAU","756816","Store","AC","HAYYA & BS INC","HOLIDAY FARMS SUSHI","1-1","PARK PLAZA  ###",,,"GLEN HEAD","NY","11545",,"POINT (-73.61878 40.83509)"
"BRONX","756815","Store","AC","ZAID DELI GROCERY CORP","ZAID DELI GROCERY","1236","INTERVALE AVE",,,"BRONX","NY","10459",,"POINT (-73.89443 40.82904)"
"SUFFOLK","756814","Store","AC","1315 MIDDLE COUNTRY ROAD INC","MANGIAMO MARKET","1315","MIDDLE COUNTRY ROAD",,,"CENTEREACH","NY","11720","1,500","POINT (-73.06019 40.86228)"
"KINGS","756808","Store","AC","MB PRIME CORP","MB DELI & GROCERY","3119","CONEY ISLAND AVE",,,"BROOKLYN","NY","11235","1,600","POINT (-73.95978 40.5799)"
"KINGS","756807","Store","AC","667 WIN 4 LIFE DELI GOURMET INCORP","667 WIN 4 LIFE DELI GOURMET","667","CLASSON AVE ###",,,"BROOKLYN","NY","11238","1,000","POINT (-73.95915 40.67738)"
"RICHMOND","756805","Store","AC","BACK TO NATURE HEALTH FOOD LLC","TASTE BUDS NATURAL FOOD","1807","HYLAN BLVD",,,"STATEN ISLAND","NY","10305","3,000","POINT (-74.09368 40.58502)"
"KINGS","756804","Store","AC","BRANDO GROCERY DELI INC","BRANDO GROCERY DELI","216","RIDGEWOOD AVE",,,"BROOKLYN","NY","11208",,"POINT (-73.88087 40.68339)"
"ERIE","756800","Store","AC","FRESH CATCH POKE COMPANY LLC","FRESH CATCH POKE","5933","MAIN ST UNIT 101",,,"BUFFALO","NY","14221","2,200","POINT (-78.73248 42.96487)"
"MONTGOMERY","756799","Store","AC","DYGERT FARMS CREAMERY LLC","DYGERT FARMS CREAMERY","243","DYGERT ST",,,"PALATINE BRIDGE","NY","13428",,"POINT (-74.60449 42.93005)"
"WESTCHESTER","756798","Store","AC","MJ NATURAL MARKET CORP","MJ NATURAL MARKET","66","GARTH ROAD",,,"SCARSDALE","NY","10583",,"POINT (-73.80979 40.98736)"
"WESTCHESTER","756795","Store","AC","MOUNT VERNON CARIBBEAN MEAT MARKET CORP","MOUNT VERNON CARIBBEAN MEAT MARKET","56","SOUTH 4TH AVE ###",,,"MOUNT VERNON","NY","10550","8,000","POINT (-73.83639 40.90978)"
"NIAGARA","756794","Store","AC","777 FOOD BAZAAR INC","777 FOOD BAZAAR","1500","MAIN STREET  ##",,,"NIAGARA FALLS","NY","14305","2,700","POINT (-79.05258 43.10283)"
"WESTCHESTER","756791","Store","A","TA GROUP OF WESTCHESTER INC","TA GROUP OF WESTCHESTER","610","CENTRAL PARK AVE",,,"SCARSDALE","NY","10583","1,800","POINT (-73.81472 41.00106)"
"KINGS","756790","Store","AC","NOSTRAND DELICATESSEN CORP","NOSTRAND DELICATESSEN","263","NOSTRAND AVE",,,"BROOKLYN","NY","11216","1,000","POINT (-73.95142 40.68969)"
"BRONX","756788","Store","AC","FERRERA DELI GROCERY CORP","FERRERA DELI GROCERY","2381","VALENTINE AVE",,,"BRONX","NY","10458",,"POINT (-73.89726 40.859)"
"ONONDAGA","756783","Store","AC","KINNE STREET MINI MART LLC","MINI MART","246","KINNE ST",,,"EAST SYRACUSE","NY","13057","500","POINT (-76.0768 43.07003)"
"SUFFOLK","756782","Store","AC","EWA DELI INC","EWA DELI","1635","GREAT NECK RD",,,"COPIAGUE","NY","11726","860","POINT (-73.39926 40.67906)"
"MONTGOMERY","756781","Store","A","GRAYS GARDEN & GREENHOUSE INC","GRAYS GARDEN & GREENHOUSE 05/01/2023","6193","STATE HIGHWAY 29",,,"SAINT JOHNSVILLE","NY","13452",,"POINT (-74.63854 43.05441)"
"NEW YORK","756777","Store","AC","PINK & WHITE MARKETS INC","MORTON WILLIAMS SUPERMARKETS","2015","BROADWAY",,,"NEW YORK","NY","10023",,"POINT (-73.98224 40.77628)"
"DELAWARE","756775","Store","A","BALCOM RUSTY & MEGANNE","CODYS SUGAR SHACK AND FARMING","829","BASIL TODD ROAD",,,"FLEISCHMANNS","NY","12430",,"POINT (-74.53096 42.18547)"
"KINGS","756769","Store","AC","KNICKERBOCKER FRESH MARKET INC","KNICKERBOCKER FRESH MARKET","341","KNICKERBOCKER AVE ####",,,"BROOKLYN","NY","11237",,"POINT (-73.92219 40.70099)"
"KINGS","756762","Store","A","DOMINO CONVENIENCE INC","DOMINO CONVENIENCE","234","KENT AVENUE",,,"BROOKLYN","NY","11249",,"POINT (-73.96543 40.71685)"
"NEW YORK","756761","Store","AC","POP UP GROCER INC","POP UP GROCER","205","BLEECKER STREET",,,"NEW YORK","NY","10012","3,000","POINT (-74.0019 40.72953)"
"MONROE","756749","Store","AC","MO PASTA LLC","MO PASTA","5","E MAIN ST",,,"WEBSTER","NY","14580",,"POINT (-77.43001 43.21223)"
"ALBANY","756737","Store","A","FLAGLER BRENT","BRENTS EXPRESS STOP","1220","WASHINGTON AVE BLDG 8 ###",,,"ALBANY","NY","12226",,"POINT (-73.81584 42.68379)"
"BRONX","756730","Store","AC","BESA MEAT MARKET INC","BESA MEAT MARKET","2133B","WILLIAMSBRIDGE ROAD",,,"BRONX","NY","10461",,"POINT (-73.85572 40.85621)"
"BRONX","756727","Store","AC","MI RANCHITO MEAT MARKET INC","MI RANCHITO MEAT MARKET","1733","E 172ND STREET",,,"BRONX","NY","10472","3,000","POINT (-73.86974 40.8325)"
"ALBANY","756726","Store","AC","224 ALL STAR PIZZA AND DELI INC","224 ALL STAR PIZZA AND DELI","224","QUAIL ST",,,"ALBANY","NY","12203","1,500","POINT (-73.77848 42.66073)"
"RENSSELAER","756725","Store","AC","HAPPY VALLEY MART INC","HAPPY VALLEY MART","353","CONGRESS ST",,,"TROY","NY","12180","1,000","POINT (-73.68025 42.72342)"
"NIAGARA","756723","Store","AC","ITALIAN BREAD PROJECT LLC","VINNIES MINIS","2789","NIAGARA ST###",,,"NIAGARA FALLS","NY","14303","800","POINT (-79.02584 43.08826)"
"SARATOGA","756722","Store","AC","VISAT MELDI ONE STOP INC","VISAT MELDI ONE STOP","1284","US RT 9",,,"GANSEVOORT","NY","12831",,"POINT (-73.68693 43.23889)"
"KINGS","756721","Store","AC","KHS FISH CORP","KHS FISH","8102","3RD AVE  ###",,,"BROOKLYN","NY","11209",,"POINT (-74.02965 40.62692)"
"DUTCHESS","756716","Store","A","EARTHGOODS MARKET OF NEW PALTZ INC","EARTHGOODS MARKET","8","WEST PLAZA WAY STE 2",,,"HYDE PARK","NY","12538","1,200","POINT (-73.93178 41.78241)"
"MONROE","756714","Store","AC","BONGA-LO LLC","BONGA-LO","480","WEST MAIN STREET",,,"ROCHESTER","NY","14608",,"POINT (-77.62551 43.15271)"
"ONTARIO","756710","Store","AC","BURKHOLDER KURVIN & ANNAMAE","K&A BULKFOODS","3552","RT 245",,,"STANLEY","NY","14561","1,200","POINT (-77.18881 42.78105)"
"MONROE","756709","Store","AC","OASIS GROCERY HOUSE INC","OASIS GROCERY HOUSE","807","RIDGE RD SUITE E&F",,,"WEBSTER","NY","14580","2,100","POINT (-77.47643 43.20396)"
"MONROE","756707","Store","AC","SMITHWOOD","SMITHWOOD","250","E MAIN ST. -","ROCHESTER COMMISARY",,"ROCHESTER","NY","14604",,"POINT (-77.6053 43.15737)"
"ALBANY","756705","Store","AC","SALIM AND SONS","BONDHU GROCERY","37","CENTRAL AVE###",,,"ALBANY","NY","12210","1,000","POINT (-73.76496 42.65819)"
"BRONX","756699","Store","AC","ENZOS ARTHUR AVE FOOD PROD LLC","ENZOS ON THE GO","2344","ARTHUR AVENUE  ##",,,"BRONX","NY","10458","300","POINT (-73.8886 40.85436)"
"KINGS","756696","Store","AC","PRESIDENTAIL GOURMET DELI CORP","PRESIDENTAIL GOURMET DELI","835","NOSTRAND AVE",,,"BROOKLYN","NY","11225","2,000","POINT (-73.95064 40.66821)"
"NEW YORK","756689","Store","AC","KAHTAN 170 DELI CORP","KAHTAN 170 DELI","2210","AMSTERDAM AVE",,,"NEW YORK","NY","10032","2,000","POINT (-73.93618 40.84087)"
"SUFFOLK","756683","Store","AC","ROTTKAMP FARMSTAND LLC","ROTTKAMP FARMSTAND","2287","SOUND AVE###",,,"CALVERTON","NY","11933",,"POINT (-72.74796 40.95569)"
"NASSAU","756682","Store","AC","ELMONT FOOD MART INC","ELMONT FOOD MART","237-01","LINDEN BLVD",,,"ELMONT","NY","11003",,"POINT (-73.72511 40.69042)"
"KINGS","756672","Store","AC","PRIME NOW LLC","AMAZON FRESH - UNY5","55","BAY ST",,,"BROOKLYN","NY","11231",,"POINT (-74.00758 40.67308)"
"RICHMOND","756669","Store","ABCH","K&N BAGEL INC","BAGELS BY THE BAY","1231","BAY ST",,,"STATEN ISLAND","NY","10305","3,000","POINT (-74.06553 40.61327)"
"NEW YORK","756656","Store","AC","PACES ITALIAN MARKET 2 INC","PACES ITALIAN MARKET 2","4131","BROADWAY ##",,,"NEW YORK","NY","10033","2,000","POINT (-73.93852 40.84593)"
"ERIE","756645","Store","AC","CNY SUPERMARKET INC","SAVE-A-LOT ALDEN","13107","BROADWAY ST###",,,"ALDEN","NY","14004","20,000","POINT (-78.49918 42.89806)"
"QUEENS","756643","Store","AC","CUMANDA CORP","DELY GROCERY ECUATORIAN","98-18","NORTHERN BLVD",,,"CORONA","NY","11368","1,400","POINT (-73.86973 40.7572)"
"STEUBEN","756642","Store","AC","CAMERON MILLS LLC","CAMERON MILLS MARKET","7065","CO RT 119",,,"CAMERON MILLS","NY","14820","3,000","POINT (-77.36525 42.18065)"
"ORANGE","756641","Store","A","CASTILLO PEREZ SILVIA","ARTESANIA ESPERANZITA AND GROCERY","376","WASHINGTON ST 1W",,,"NEWBURGH","NY","12550",,"POINT (-74.02511 41.49931)"
"ONONDAGA","756640","Store","A","MYANMAR MARKET LLC","MYANMAR MARKET","826","BUTTERNUT STREET",,,"SYRACUSE","NY","13208",,"POINT (-76.14427 43.06254)"
"SUFFOLK","756628","Store","A","TANIA & AG EXPRESS MULTISERVICE CORP","TANIA & AG EXPRESS MULTISERVICE GRCRY","218","W MONTAUK HWY UNIT B",,,"HAMPTON BAYS","NY","11946","600","POINT (-72.542 40.87235)"
"NEW YORK","756625","Store","AC","J&Y OLIVE DELI CORP","J&Y OLIVE DELI","121","WEST 116TH ST",,,"NEW YORK","NY","10026","700","POINT (-73.95075 40.80246)"
"KINGS","756624","Store","AC","LA GRAN LUPITA DELI & GROCERY CORP","LA GRAN LUPITA DELI & GROCERY","3901","5TH AVENUE",,,"BROOKLYN","NY","11232",,"POINT (-74.00398 40.65118)"
"SUFFOLK","756619","Store","AC","BEACH SIDE SWEETS INC","BEACH SIDE SWEETS","10","COREY AVE ###",,,"BLUE POINT","NY","11715","1,500","POINT (-73.02717 40.7467)"
"KINGS","756617","Store","AC","OMAR CONVENIENCE CORP","OMAR CONVENIENCE","10408","FLATLANDS AVE",,,"BROOKLYN","NY","11236",,"POINT (-73.89511 40.64719)"
"KINGS","756614","Store","AC","5 STARS DELI CONVENIENCE 1 CORP","5 STARS DELI CONVENIENCE","3339","FULTON ST",,,"BROOKLYN","NY","11208",,"POINT (-73.87236 40.6836)"
"QUEENS","756612","Store","AC","QUEENS VALLEGE DELI CORP","QUEENS VALLEGE DELI","90-56","210TH ST.",,,"QUEENS VILLAGE","NY","11428",,"POINT (-73.75283 40.7181)"
"KINGS","756611","Store","AC","1385 BUSHWICK MARKET CORP","CHRISTAS KITCHEN","1385","BUSHWICK AVENUE",,,"BROOKLYN","NY","11207",,"POINT (-73.91027 40.685)"
"BRONX","756609","Store","AC","ALFRED DELI GROCERY CORP","ALFRED DELI GROCERY","1849","ANTHONY AVE. ###",,,"BRONX","NY","10457","1,200","POINT (-73.90369 40.84749)"
"SUFFOLK","756608","Store","AC","MY STOP LLC","MY STOP","697","N WELLWOOD AVE",,,"LINDENHURST","NY","11757",,"POINT (-73.38655 40.70386)"
"KINGS","756607","Store","AC","BEST FOOD MINI MARKET 3 CORPORATION","BEST FOOD MINI MARKET 3","1249","SUTTER AVE",,,"BROOKLYN","NY","11208",,"POINT (-73.87161 40.67282)"
"KINGS","756606","Store","AC","DON JULIO DELI MARKET CORP","DON JULIO DELI MARKET","7414","18TH AVE",,,"BROOKLYN","NY","11204",,"POINT (-73.99568 40.61369)"
"BRONX","756605","Store","AC","5 KINGS DELI CORP","5 KINGS DELI","3595","3RD AVE ###",,,"BRONX","NY","10456","1,200","POINT (-73.90501 40.83275)"
"KINGS","756601","Store","AC","RAKAN CONVENIENCE CORP","RAKAN CONVENIENCE","791","ROGERS AVE",,,"BROOKLYN","NY","11226","800","POINT (-73.95257 40.65169)"
"ULSTER","756600","Store","ACY","CHEESELOUISEFAMILY LLC","CHEESE LOUISE","940","STATE RT 28###",,,"KINGSTON","NY","12401","3,500","POINT (-74.08616 41.983)"
"QUEENS","756598","Store","AC","CAPTAIN KIWI MARKET 1 CORP","CAPTAIN KIWI MARKET","169-30","JAMAICA AVE",,,"JAMAICA","NY","11432","1,800","POINT (-73.78977 40.70721)"
"OTSEGO","756590","Store","AC","CUTTING THE CHEESE LLC","SPURBECKS GROCERY","9","RAILROAD AVE",,,"COOPERSTOWN","NY","13326",,"POINT (-74.93203 42.69999)"
"KINGS","756582","Store","AC","HOPE VALLEY FOOD INC","KEY FOOD FRESH #2645","492","ST MARKS AVENUE",,,"BROOKLYN","NY","11238","12,000","POINT (-73.9584 40.6764)"
"KINGS","756581","Store","AC","DALQUIRIS DELI GROCERY CORP","DALQUIRIS DELI GROCERY","813","MARCY AVE",,,"BROOKLYN","NY","11216","1,300","POINT (-73.94729 40.68573)"
"NEW YORK","756570","Store","A","DOUGLASS DISCOUNT INC","DOUGLAS 99 CENTS","2701","FREDERICK DOUGLASS BLVD  ##",,,"NEW YORK","NY","10030","2,000","POINT (-73.94265 40.82182)"
"KINGS","756569","Store","AC","AMG RETAIL 1 LLC","ATLANTIS FRESH MARKET","4801","KINGS HWY",,,"BROOKLYN","NY","11234",,"POINT (-73.92989 40.63293)"
"KINGS","756568","Store","AC","AMG RETAIL 1 LLC","AMG RETAIL","1610","UTICA AVE",,,"BROOKLYN","NY","11234",,"POINT (-73.92842 40.63321)"
"WESTCHESTER","756567","Store","AC","AMG RETAIL 1 LLC","AMG RETAIL #123","20","KENSICO RD",,,"THORNWOOD","NY","10594","1,400","POINT (-73.78054 41.1234)"
"BRONX","756563","Store","AC","AMG RETAIL 1 LLC","AMG RETAIL #174","1","E 223RD ST",,,"BRONX","NY","10470","1,500",
"BRONX","756554","Store","AC","SON SONATECA GROCERY STORE CORP","RP GROCERY DELI","945","ALDUS ST",,,"BRONX","NY","10459",,"POINT (-73.89143 40.8231)"
"WESTCHESTER","756553","Store","AC","NELLYS MARKET INC","NELLYS MARKET","240","BATTLE AVE",,,"WHITE PLAINS","NY","10606",,"POINT (-73.78617 41.02964)"
"BRONX","756547","Store","A","BOUNA CANDY CONVENIENCE INC","BOUNA CANDY CONVENIENCE","718","E 180TH STREET",,,"BRONX","NY","10457",,"POINT (-73.88813 40.84778)"
"KINGS","756545","Store","AC","BROOKLYN BROMIX JUICE BAR & GRILL CORP","BROOKLYN BROMIX JUICE BAR & GRILL","116","GRAHAM AVENUE",,,"BROOKLYN","NY","11206",,"POINT (-73.94287 40.70535)"
"BRONX","756543","Store","AC","GRAND GRILL & GROCERY DELI CORP","GRAND GRILL & GROCERY DELI","50A","W BURNSIDE AVENUE",,,"BRONX","NY","10453","1,000","POINT (-73.90959 40.85405)"
"NEW YORK","756542","Store","AC","NY CAKE ACADEMY LLC","NY CAKE ACADEMY","118","W 22ND ST",,,"NEW YORK","NY","10011","6,000","POINT (-73.99428 40.74266)"
"BRONX","756541","Store","AC","GRAB 2 GO DELI CORP","GRAB 2 GO DELI","1101","GARRISON AVE",,,"BRONX","NY","10474","2,000","POINT (-73.88951 40.81957)"
"DUTCHESS","756536","Store","AC","TEMPERED CANDY COMPANY LLC","TEMPERED CHOCOLATES","415","ROUTE 376 STE 11 ###",,,"HOPEWELL JUNCTION","NY","12533","1,250","POINT (-73.80869 41.57841)"
"ROCKLAND","756534","Store","AC","50 BROADWAY GROCERY & DELI INC","50 BROADWAY GROCERY & DELI","50","BROADWAY  ##",,,"HAVERSTRAW","NY","10927","900","POINT (-73.96479 41.19824)"
"NEW YORK","756533","Store","AC","ORION PLAZA INC","AHIN SEAFOOD @ SUPER FOOD TOWN","300","WEST 145TH ST. ###",,,"NEW YORK","NY","10039","350","POINT (-73.94248 40.82308)"
"QUEENS","756532","Store","AC","147 HILLSIDE DELI CORP","147 HILLSIDE DELI","147-07","HILLSIDE AVE",,,"JAMAICA","NY","11435","1,000","POINT (-73.80935 40.70584)"
"NASSAU","756531","Store","AC","BONOBO TEAM LLC","PICKLE ISLAND","12","LUDLAM AVE. ###",,,"BAYVILLE","NY","11709","500","POINT (-73.5496 40.90683)"
"NEW YORK","756527","Store","AC","KM 144 GROCERY CORP","K.M. 144 GROCERY","1700","AMSTERDAM AVE",,,"NEW YORK","NY","10031","2,200","POINT (-73.94803 40.82466)"
"BRONX","756525","Store","AC","REPUBLIC DELI INC","REPUBLIC DELI","4129","WHITE PLAINS RD",,,"BRONX","NY","10466",,"POINT (-73.85843 40.89152)"
"SUFFOLK","756524","Store","AC","DELI GUSTO LATINO CORP","DELI GUSTO LATINO","137","SUNRISE HWY",,,"AMITYVILLE","NY","11701",,"POINT (-73.41012 40.6888)"
"SARATOGA","756522","Store","AC","RAILROAD AVENUE EATERY LLC","FRANKLIN SQUARE MARKET","55","RAILROAD PLACE",,,"SARATOGA SPRINGS","NY","12866","19,000","POINT (-73.78751 43.08241)"
"QUEENS","756521","Store","AC","108 STREET DELI AND GROCERY INC","108 STREET DELI AND GROCERY","36-01","108TH ST",,,"CORONA","NY","11368","2,000","POINT (-73.8604 40.75453)"
"NEW YORK","756520","Store","A","BROADWAY SMOKE SHOP LLC","BROADWAY SMOKE SHOP","3529","BROADWAY",,,"NEW YORK","NY","10031","1,800","POINT (-73.95082 40.82608)"
"NEW YORK","756519","Store","AC","VARICK MARKET PLACE INC","VARICK MARKET PLACE","80","VARICK STREET",,,"NEW YORK","NY","10013",,"POINT (-74.00616 40.72347)"
"ERIE","756515","Store","AC","ERBA VERDE FARMS LLC","ERBA VERDE FARMS","1320","PORTERVILLE RD",,,"EAST AURORA","NY","14052","800","POINT (-78.57741 42.78491)"
"ALBANY","756508","Store","AC","DUNCO INC","DUNCANS LOUDONMART","484","LOUDON RD",,,"ALBANY","NY","12211","1,500","POINT (-73.75545 42.71276)"
"KINGS","756506","Store","AC","KOSHER CREPERIE COMPANY INC","KOSHER CREPERIE COMPANY","800","E 91ST STREET",,,"BROOKLYN","NY","11236","9,000","POINT (-73.91349 40.64817)"
"COLUMBIA","756505","Store","AC","CHESTER AGRICULTURE CENTER","ROLLING GROCER 19","6","SOUTH 2ND STREET",,,"HUDSON","NY","12534","1,400","POINT (-73.79366 42.25427)"
"KINGS","756503","Store","A","FIRE OG CONVENIENCE II INC","FIRE OG CONVENIENCE II","877","NOSTRAND AVE",,,"BROOKLYN","NY","11225","800","POINT (-73.95077 40.6668)"
"ORANGE","756496","Store","AC","ROUTE 302 FOOD MART INC","302 FOOD MART","2543","ROUTE 302",,,"MIDDLETOWN","NY","10941","1,000","POINT (-74.40191 41.49438)"
"NEW YORK","756493","Store","AC","SHAKSHI BROADWAY CORP","NYC ORGANIC DELI","3340","BROADWAY STORE 1 ##",,,"NEW YORK","NY","10031","1,800","POINT (-73.95476 40.82037)"
"QUEENS","756492","Store","AC","J&P GROCERY FOOD CENTER CORP","J&P GROCERY FOOD CENTER","2015","NEW HAVEN AVE",,,"FAR ROCKAWAY","NY","11691","1,000","POINT (-73.7543 40.6008)"
"KINGS","756486","Store","AC","MEXSALVADOR FOOD & GROCERY LLC","MEXSALVADOR FOOD & GROCERY","722","5TH AVE",,,"BROOKLYN","NY","11215","2,000","POINT (-73.99448 40.66031)"
"KINGS","756481","Store","AC","BEERCOM INC","OCTOBERFEST","3087","BRIGHTON 4TH ST",,,"BROOKLYN","NY","11235","450","POINT (-73.96322 40.57698)"
"NEW YORK","756479","Store","AC","SONS KITCHEN LLC","SONS KITCHEN","170","WEST 23RD STREET. -","- WESTSIDE SUPERMARKET",,"NEW YORK","NY","10011",,"POINT (-73.99522 40.74392)"
"NASSAU","756478","Store","AC","FOUR M BROTHERS INC","MAHARAJA SUPERMARKET","1620","HILLSIDE AVE",,,"NEW HYDE PARK","NY","11040","7,000","POINT (-73.68307 40.74886)"
"KINGS","756471","Store","AC","AMC DELI GROCERY CORP","AMC DELI GROCERY","147","WILSON AVE",,,"BROOKLYN","NY","11237",,"POINT (-73.92521 40.70041)"
"KINGS","756470","Store","AC","GLENMORE AVE DELI CORP","GLENMORE AVE DELI","581","GLENMORE AVE",,,"BROOKLYN","NY","11207",,"POINT (-73.88869 40.67426)"
"QUEENS","756469","Store","AC","66 GOURMET GROCERY INC","66 GOURMET GROCERY","66-08","BEACH CHANNEL DR",,,"ARVERNE","NY","11692",,"POINT (-73.7955 40.59289)"
"QUEENS","756467","Store","A","SUNSHINE ELMHURST MARKET INC","SUNSHINE ELMHURST MARKET","83-26","BROADWAY ###",,,"ELMHURST","NY","11373",,"POINT (-73.87916 40.74048)"
"KINGS","756466","Store","AC","EAST NY FOOD DISCOUNT CORP","EAST NY FOOD DISCOUNT","811","STANLEY AVENUE",,,"BROOKLYN","NY","11207",,"POINT (-73.87913 40.66138)"
"ONONDAGA","756465","Store","AC","LIVERPOOL MART INC","LIVERPOOL MART","500","OSWEGO STREET",,,"LIVERPOOL","NY","13088",,"POINT (-76.2048 43.10297)"
"DUTCHESS","756464","Store","AC","RURAL CENTER REFILLERY LLC","RURAL CENTER REFILLERY","2881","CHURCH ST. ###",,,"PINE PLAINS","NY","12567","1,100","POINT (-73.66085 41.981)"
"DELAWARE","756463","Store","A","SHAVER HILL MAPLE INC","SHAVER HILL MAPLE","450","SHAVER RD.",,,"HARPERSFIELD","NY","13786",,"POINT (-74.71148 42.44573)"
"SUFFOLK","756458","Store","AC","SCHMIDTS COUNTRY MARKET INC","SCHMIDTS COUNTRY MARKET","146","JESSUP AVE  ##",,,"QUOGUE","NY","11959","5,000","POINT (-72.60832 40.8168)"
"KINGS","756451","Store","AC","EARTH POSITIVE LLC","PRECYCLE","593","VANDERBILT AVE  ##",,,"BROOKLYN","NY","11238",,"POINT (-73.9681 40.67982)"
"KINGS","756444","Store","AC","GOLDEN FOOD AND GROCERY CORP","GOLDEN FOOD AND GROCERY","694","ROCKAWAY AVE",,,"BROOKLYN","NY","11212","1,000","POINT (-73.90903 40.66299)"
